ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1769274_at	0.0186	0.00041252	-7.87	0.77467	-1.06	yieL	putative xylanase
1763387_s_at	0.0186	0.00041385	7.86	0.77143	1.16	Z0953///ECs0812	hypothetical protein///protein NinG
1768407_s_at	0.0186	0.00041486	-7.86	0.76895	-1.83	c4110	hypothetical protein
1761173_s_at	0.0186	0.00041552	-7.86	0.76736	-1.30	srlD///srlD///srlD///ECs3561	sorbitol-6-phosphate dehydrogenase///sorbitol-6-phosphate dehydrogenase///sorbitol-6-phosphate dehydrogenase///sorbitol-6-phosphate dehydrogenase
1767494_s_at	0.0186	0.00041624	-7.85	0.7656	-1.03	yihN///yihN///yihN///ECs4796	hypothetical protein///resistance protein (transport)///MFS transporter family protein///resistance protein
1765540_s_at	0.0186	0.00041763	7.85	0.76223	1.15	c3818	hypothetical protein
1765745_s_at	0.0186	0.00041847	-7.84	0.7602	-1.05		
1767884_s_at	0.0186	0.00042284	-7.83	0.7497	-1.26		
1764130_s_at	0.0186	0.00042397	-7.82	0.74697	-1.04		
1760852_s_at	0.0186	0.00042783	-7.81	0.7378	-2.31	lamB///lamB///lamB///lamB	maltoporin///maltoporin///maltose outer membrane porin (maltoporin)///maltoporin
1764544_at	0.0186	0.00042807	-7.81	0.73724	-1.15	c4391	hypothetical protein
1769192_s_at	0.0186	0.00043292	7.79	0.72584	1.13	yeaF///yeaF///mipA///ECs2491	MltA-interacting protein///hypothetical protein///scaffolding protein for murein synthesizing machinery///scaffolding protein in the formation of a murein-synthesizing holoenzyme
1764077_s_at	0.0186	0.00043361	-7.79	0.72422	-1.19	yhiW///gadW///ECs4395	AraC family transcriptional regulator///transcriptional activator of gadA and gadBC; repressor of gadX///AraC family transcriptional regulator
1760904_s_at	0.0186	0.00043468	7.78	0.72172	1.02	greA///greA///greA///greA	transcription elongation factor GreA///transcription elongation factor GreA///transcript cleavage factor///transcription elongation factor GreA
1766749_s_at	0.0186	0.00043884	-7.77	0.71207	-1.40		
1762039_at	0.0186	0.00043906	-7.77	0.71156	-1.04	bglH	carbohydrate-specific outer membrane porin, cryptic
1761130_s_at	0.0186	0.0004399	7.76	0.70962	1.02	trxB///trxB///trxB///ECs0973	thioredoxin reductase///thioredoxin reductase///thioredoxin reductase, FAD/NAD(P)-binding///thioredoxin reductase
1760687_s_at	0.0186	0.00044011	-7.76	0.70914	-1.10	yjfC///yjfC///yjfC///ECs5162	hypothetical protein///synthetase/amidase///ATP-Grasp family ATPase///synthetase/amidase
1759790_at	0.0186	0.00044334	7.75	0.70172	1.10	prmB	N5-glutamine methyltransferase
1767869_s_at	0.0186	0.0004437	-7.75	0.70091	-1.35		
1765186_s_at	0.0186	0.00044407	7.75	0.70006	1.03	moaA///moaA///moaA///moaA	molybdenum cofactor biosynthesis protein A///molybdenum cofactor biosynthesis protein A///molybdopterin biosynthesis protein A///molybdenum cofactor biosynthesis protein A
1761155_at	0.0186	0.00044425	7.75	0.69965	1.53	ECs2890	hypothetical protein
1761730_s_at	0.0186	0.00044501	7.75	0.69792	1.13		
1764692_s_at	0.0186	0.00044571	7.74	0.6963	1.01		
1765436_at	0.0186	0.00044586	-7.74	0.69597	-1.05	insK	IS150 transposase B
1768833_s_at	0.0186	0.00044591	7.74	0.69585	1.16	c4086	hypothetical protein
1761687_s_at	0.0186	0.00044625	-7.74	0.69509	-1.15	yieK///yieK	6-phosphogluconolactonase///putative 6-phosphogluconolactonase
1766848_s_at	0.0186	0.00044928	7.73	0.68823	1.18	ntpA///ntpA///nudB///ntpA	dATP pyrophosphohydrolase///dATP pyrophosphohydrolase///dihydroneopterin triphosphate pyrophosphatase///dATP pyrophosphohydrolase
AFFX-r2-Bs-thr-M_s_at	0.0186	0.00044944	7.73	0.68785	1.02		
1768320_at	0.0186	0.0004509	-7.73	0.68456	-1.04	cbrC	UPF0167 family protein
1764770_s_at	0.0186	0.00045202	7.72	0.68204	1.06	ndh///ndh///ECs1487	NADH dehydrogenase///respiratory NADH dehydrogenase 2/cupric reductase///NADH dehydrogenase
1760593_s_at	0.0186	0.00045242	7.72	0.68114	1.04	fldA///fldA///ECs0715	flavodoxin FldA///flavodoxin 1///flavodoxin FldA
1762626_s_at	0.0186	0.00045242	7.72	0.68114	1.04	infA///infA///infA///infA	translation initiation factor IF-1///translation initiation factor IF-1///translation initiation factor IF-1///translation initiation factor IF-1
1766513_s_at	0.0186	0.00045613	7.71	0.67285	1.01	ybbN///ybbN///ybbN///ECs0555	hypothetical protein///thioredoxin-like protein///DnaK co-chaperone, thioredoxin-like protein///thioredoxin-like protein
1767453_at	0.0186	0.00045732	-7.70	0.67021	-1.17	psrO	ncRNA
1769045_s_at	0.0186	0.0004591	7.70	0.66625	1.02	menD///menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase///2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase; SEPHCHC synthase
1761449_s_at	0.0186	0.00045923	7.70	0.66597	1.01	slyA///slyA///slyA///ECs2351	transcriptional regulator SlyA///transcriptional regulator SlyA///global transcriptional regulator///transcriptional regulator SlyA
1766101_s_at	0.0186	0.0004603	-7.69	0.66361	-1.03	wrbA///wrbA///wrbA	TrpR binding protein WrbA///TrpR binding protein WrbA///NAD(P)H:quinone oxidoreductase
1765738_s_at	0.0186	0.00046104	7.69	0.66198	1.01	c4780///yigN///yigN///rmuC///ECs4762	hypothetical protein///DNA recombination protein RmuC///DNA recombination protein RmuC///DNA recombination protein///DNA recombination protein RmuC
1765796_s_at	0.0186	0.00046197	7.69	0.65993	1.08	pspD///pspD///pspD///ECs1884	peripheral inner membrane phage-shock protein///peripheral inner membrane phage-shock protein///peripheral inner membrane phage-shock protein///peripheral inner membrane phage-shock protein
1765185_s_at	0.0186	0.00046256	-7.69	0.65863	-1.24	Z5547///ECs4902	hypothetical protein///hypothetical protein
1766943_s_at	0.0186	0.00046605	7.67	0.651	1.15	c0018	glutamate dehydrogenase
1763316_s_at	0.0186	0.0004661	-7.67	0.65089	-1.09	nrfB///nrfB///nrfB///ECs5053	cytochrome c nitrite reductase pentaheme subunit///cytochrome c nitrite reductase pentaheme subunit///nitrite reductase, formate-dependent, penta-heme cytochrome c///cytochrome c nitrite reductase pentaheme subunit
1765328_s_at	0.0186	0.00046688	-7.67	0.64918	-1.39		
1761171_s_at	0.0186	0.00046762	7.67	0.64757	1.07	mukF///mukF///mukF///ECs1005	condesin subunit F///condesin subunit F///chromosome condensin MukBEF, kleisin-like subunit, binds calcium///condesin subunit F
1763613_at	0.0186	0.00046762	-7.67	0.64757	-1.08	yhfW	phosphopentomutase-related metalloenzyme superfamily protein
1761464_at	0.0186	0.00046851	7.67	0.64563	1.20	nupC	nucleoside (except guanosine) transporter
1768743_s_at	0.0186	0.00046917	-7.66	0.6442	-1.36	yhcP///yhcP///aaeB///ECs4113	p-hydroxybenzoic acid efflux subunit AaeB///p-hydroxybenzoic acid efflux subunit AaeB///p-hydroxybenzoic acid efflux system component///p-hydroxybenzoic acid efflux subunit AaeB
1763867_s_at	0.0186	0.00047	7.66	0.64241	1.49		
1762477_s_at	0.0186	0.00047047	-7.66	0.6414	-1.14		
1768079_at	0.0186	0.00047268	7.65	0.63663	1.34	glmY	ncRNA
1763716_s_at	0.0186	0.0004744	7.65	0.63294	1.03	yoaB///Z2852///yoaB///ECs2518	hypothetical protein///hypothetical protein///putative reactive intermediate deaminase///hypothetical protein
1766449_s_at	0.0186	0.00047467	-7.65	0.63236	-1.10	yjfJ///yjfJ///yjfJ///ECs5158	hypothetical protein///alpha helical protein///PspA/IM30 family protein///hypothetical protein
1763299_s_at	0.0186	0.00047536	-7.64	0.63087	-1.03	yiiG///yiiG///ECs4822	hypothetical protein///DUF3829 family lipoprotein///hypothetical protein
1759164_s_at	0.0186	0.00047717	7.64	0.62701	1.05	grpE///grpE///grpE///ECs3476	heat shock protein GrpE///heat shock protein GrpE///heat shock protein///heat shock protein GrpE
1765475_s_at	0.0186	0.00047832	-7.63	0.62456	-1.00	yhjA///yhjA///yhjA///ECs4398	cytochrome C peroxidase///cytochrome C peroxidase///putative cytochrome C peroxidase///cytochrome C peroxidase
1767152_at	0.0186	0.00047833	-7.63	0.62453	-1.41	c4858	hypothetical protein
1768039_at	0.0186	0.00048256	-7.62	0.61558	-1.27	c4472	hypothetical protein
1762736_s_at	0.0186	0.00048351	-7.62	0.61358	-1.00	glnK///glnK///glnK///ECs0504	nitrogen regulatory protein P-II 2///nitrogen regulatory protein P-II 2///nitrogen assimilation regulatory protein for GlnL, GlnE, and AmtB///nitrogen regulatory protein P-II 2
1766243_s_at	0.0186	0.00048351	7.62	0.61358	1.00	pdxH///pdxH///pdxH///ECs2347	pyridoxamine 5'-phosphate oxidase///pyridoxamine 5'-phosphate oxidase///pyridoxine 5'-phosphate oxidase///pyridoxamine 5'-phosphate oxidase
1764078_s_at	0.0186	0.00048409	-7.61	0.61234	-1.58		
1768960_s_at	0.0186	0.00048456	-7.61	0.61137	-1.65		
1765101_at	0.0186	0.00048485	-7.61	0.61076	-1.22	yigG	PRK11371 family inner membrane protein
1759586_at	0.0186	0.00048572	-7.61	0.60892	-1.15	c4605	hypothetical protein
1768490_s_at	0.0186	0.00049457	7.58	0.59053	1.07	dnaX///dnaX///dnaX///ECs0523	DNA polymerase III subunits gamma and tau///DNA polymerase III subunits gamma and tau///DNA polymerase III/DNA elongation factor III, tau and gamma subunits///DNA polymerase III subunits gamma and tau
1767671_s_at	0.0186	0.00049767	-7.57	0.58416	-1.15		
1768233_s_at	0.0186	0.00049844	7.57	0.58257	1.07	gyrA///gyrA///ECs3114	DNA gyrase subunit A///DNA gyrase (type II topoisomerase), subunit A///DNA gyrase subunit A
1766083_s_at	0.0186	0.00049984	-7.57	0.57973	-1.17		
1760028_s_at	0.0186	0.00050162	-7.56	0.5761	-1.18	c2748	hypothetical protein
1768695_at	0.0186	0.00050222	-7.56	0.57488	-1.00	yadV	putative periplasmic pilin chaperone
1762341_s_at	0.0186	0.00050278	7.56	0.57373	1.02	purR///purR///purR///ECs2367	DNA-binding transcriptional repressor PurR///DNA-binding transcriptional repressor PurR///transcriptional repressor, hypoxanthine-binding///DNA-binding transcriptional repressor PurR
1765485_s_at	0.0186	0.00050352	-7.55	0.57223	-1.09	yifN///Z5287///ECs4710	pseudo///hypothetical protein///hypothetical protein
1766601_s_at	0.0186	0.00050401	-7.55	0.57124	-1.22		
1765395_s_at	0.0186	0.00050919	7.54	0.56082	1.40	ycfC///ycfC///hflD///ECs1604	hypothetical protein///hypothetical protein///putative lysogenization regulator///hypothetical protein
1765297_s_at	0.0186	0.00050968	7.54	0.55983	1.10	yeaZ///yeaZ///tsaB///ECs2516	hypothetical protein///hypothetical protein///tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein; binding partner and protease for TsaD///hypothetical protein
1760719_s_at	0.0186	0.00051053	-7.53	0.55813	-1.15	cdh///cdh///ECs4843	CDP-diacylglycerol pyrophosphatase///CDP-diacylglycerol phosphotidylhydrolase///CDP-diacylglycerol pyrophosphatase
1763841_at	0.0186	0.00051408	7.52	0.55105	1.11	hrpA	putative ATP-dependent helicase
1767892_at	0.0186	0.00051613	7.52	0.547	1.39	pepN	aminopeptidase
1765787_s_at	0.0186	0.0005192	-7.51	0.54093	-1.10	ygfU///ygfU///uacT///ECs3760	purine permease ygfU///permease///uric acid permease///permease
1760845_s_at	0.0186	0.00052066	-7.50	0.53806	-1.20	Z5814	hypothetical protein
1760388_s_at	0.0186	0.00052484	7.49	0.52989	1.02	yedD///yedD///yedD///ECs2667	hypothetical protein///hypothetical protein///lipoprotein///hypothetical protein
1762177_s_at	0.0186	0.00052578	-7.49	0.52807	-1.09	metA///metA///metA///ECs4931	homoserine O-succinyltransferase///homoserine O-succinyltransferase///homoserine O-transsuccinylase///homoserine O-succinyltransferase
1760432_s_at	0.0186	0.00052613	-7.49	0.52738	-1.20	uhpT///uhpT///uhpT///uhpT	sugar phosphate antiporter///sugar phosphate antiporter///hexose phosphate transporter///sugar phosphate antiporter
1761242_s_at	0.0186	0.00052613	-7.49	0.52738	-1.19	ECs5497///c3023///c3022///Z3767	hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein
1762057_at	0.0186	0.00052742	-7.48	0.52488	-1.12	yigF	DUF2628 family putative inner membrane protein
1759978_s_at	0.0186	0.00052931	-7.48	0.52122	-1.13	yjgG_1	hypothetical protein
1764281_s_at	0.0186	0.00053165	7.47	0.51672	1.00	nusB///nusB///nusB///nusB	transcription antitermination protein NusB///transcription antitermination protein NusB///transcription antitermination protein///transcription antitermination protein NusB
1762165_s_at	0.0186	0.00053904	-7.45	0.5026	-1.17	bioC///ECs0855	biotin biosynthesis protein BioC///biotin biosynthesis protein BioC
1764961_s_at	0.0186	0.00054045	7.45	0.49992	1.08		
1767690_s_at	0.0186	0.0005407	-7.44	0.49946	-9.75e-01	katG///katG///katG///ECs4871	peroxidase/catalase HPI///catalase///catalase-peroxidase HPI, heme b-containing///hydroperoxidase HPI(I)
1760998_s_at	0.0186	0.00054515	-7.43	0.49105	-1.37	yhdX///yhdX///ECs4142	transport system permease///putative amino acid ABC transporter permease///transport system permease
1764894_s_at	0.0186	0.00054675	7.43	0.48806	9.80e-01	groES///groES///groS///groES	co-chaperonin GroES///co-chaperonin GroES///Cpn10 chaperonin GroES, small subunit of GroESL///co-chaperonin GroES
1760342_at	0.0186	0.00054722	-7.43	0.48718	-1.03	yhhY	aminoacyl nucleotide detoxifying acetyltransferase
1766000_s_at	0.0186	0.00054746	7.43	0.48673	1.15	nuoG///nuoG	NADH dehydrogenase subunit G///NADH:ubiquinone oxidoreductase, chain G
1763729_s_at	0.0186	0.00054809	-7.42	0.48555	-1.00	mobA///mobA///mobA///mobA	molybdopterin-guanine dinucleotide biosynthesis protein MobA///molybdopterin-guanine dinucleotide biosynthesis protein MobA///molybdopterin-guanine dinucleotide synthase///molybdopterin-guanine dinucleotide biosynthesis protein MobA
1759357_at	0.0186	0.00054983	7.42	0.48231	1.04	potG	putrescine transporter ATP-binding subunit
1767807_s_at	0.0186	0.00055086	7.42	0.48039	1.00	rpmF///rpmF///rpmF	50S ribosomal protein L32///50S ribosomal subunit protein L32///50S ribosomal protein L32
1767051_s_at	0.0186	0.00055245	-7.41	0.47745	-1.00	ygfP///ygfP///guaD///ECs3756	guanine deaminase///guanine deaminase///guanine deaminase///guanine deaminase
1766207_at	0.0186	0.00055438	-7.41	0.47387	-1.29	yafU	pseudo
1763508_s_at	0.0186	0.00056116	7.39	0.4614	1.20	nfo///nfo///nfo///ECs3051	endonuclease IV///endonuclease IV///endonuclease IV with intrinsic 3'-5' exonuclease activity///endonuclease IV
1760097_s_at	0.0186	0.00056119	7.39	0.46136	9.70e-01	smtA///smtA///smtA///ECs1004	metallothionein SmtA///metallothionein SmtA///putative S-adenosyl-L-methionine-dependent methyltransferase///metallothionein SmtA
1766506_s_at	0.0186	0.00056132	-7.39	0.46112	-9.75e-01	yifB///yifB///yifB///ECs4700	hypothetical protein///ATP-dependent protease///magnesium chelatase family protein and putative transcriptional regulator///ATP-dependent protease
1764461_s_at	0.0186	0.00056232	-7.39	0.4593	-1.06		
1763257_s_at	0.0186	0.0005655	-7.38	0.45352	-1.10	yhiF///yhiF///dctR///ECs4378	transcriptional regulator YhiF///hypothetical protein///Putative LuxR family repressor for dicarboxylate transport///hypothetical protein
1761696_s_at	0.0186	0.00056685	7.37	0.45107	9.95e-01		
1769010_s_at	0.0186	0.00056966	-7.37	0.44599	-1.05	yjbA///yjbA///psiE///ECs5013	phosphate-starvation-inducible protein PsiE///phosphate-starvation-inducible protein PsiE///phosphate starvation inducible protein///phosphate-starvation-inducible protein PsiE
1765320_at	0.0186	0.00057046	-7.36	0.44455	-1.21	yjfF	ABC transporter permease
1766006_s_at	0.0186	0.0005715	7.36	0.44269	9.60e-01	folD///folD///folD///ECs0591	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase///bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase///bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase///bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase
1764445_s_at	0.0186	0.00057329	-7.36	0.43948	-9.70e-01	Z5177///ECs4622	6-phospho-beta-glucosidase///6-phospho-beta-glucosidase
1766907_s_at	0.0186	0.00057711	-7.35	0.43267	-1.44	yiiL///yiiL///rhaM///ECs4828	hypothetical protein///hypothetical protein///L-rhamnose mutarotase///hypothetical protein
1762577_s_at	0.0186	0.00057841	-7.34	0.43036	-9.95e-01	yidY///yidY///mdtL///ECs4647	multidrug efflux system protein MdtL///multidrug efflux system protein MdtL///multidrug efflux system protein///multidrug efflux system protein MdtL
1764262_s_at	0.0186	0.00058646	7.32	0.41618	9.85e-01	lolA///lolA///lolA///lolA	outer-membrane lipoprotein carrier protein///outer-membrane lipoprotein carrier protein///lipoprotein chaperone///outer-membrane lipoprotein carrier protein
1767016_at	0.0186	0.00058692	-7.32	0.41536	-1.43	c4854	hypothetical protein
1759653_s_at	0.0186	0.00058742	-7.32	0.41449	-1.27	yjfK///yjfK///ECs5159	hypothetical protein///DUF2491 family protein///hypothetical protein
1766311_s_at	0.0186	0.00058767	7.32	0.41405	1.02	Z2972///ECs2624	hypothetical protein///hypothetical protein
1763226_at	0.0186	0.00058863	-7.32	0.41239	-9.55e-01	ECs4472	hypothetical protein
1764726_s_at	0.0186	0.00059071	7.31	0.40875	1.24	nikC///nikC///nikC///nikC	nickel transporter permease NikC///nickel transporter permease NikC///nickel ABC transporter permease///nickel transporter permease NikC
1762495_s_at	0.0186	0.00059164	-7.31	0.40714	-1.11	insB1///insB1///insB1///insB1///insB1///insB1	IS1 transposase B///IS1 transposase B///IS1 transposase B///IS1 transposase B///IS1 transposase B///IS1 transposase B
1761670_s_at	0.0186	0.0005936	7.30	0.40374	1.20	ygaW///Z3970///alaE///ECs3531	hypothetical protein///hypothetical protein///alanine exporter, alanine-inducible, stress-responsive///hypothetical protein
1767618_s_at	0.0186	0.00059439	7.30	0.40238	1.04	prfA///prfA///prfA///prfA	peptide chain release factor 1///peptide chain release factor 1///peptide chain release factor RF-1///peptide chain release factor 1
1762693_s_at	0.0186	0.00059653	7.30	0.39868	9.65e-01	metG///metG///metG	methionyl-tRNA synthetase///methionyl-tRNA synthetase///methionyl-tRNA synthetase
1760607_s_at	0.0186	0.0005966	-7.30	0.39857	-1.75		
1769115_s_at	0.0186	0.00059835	7.29	0.39556	1.07	fabG///fabG///fabG	3-ketoacyl-ACP reductase///3-oxoacyl-[acyl-carrier-protein] reductase///3-ketoacyl-ACP reductase
1760337_s_at	0.0186	0.00060459	7.28	0.38489	9.60e-01	usg///usg///ECs3203	semialdehyde dehydrogenase///putative semialdehyde dehydrogenase///semialdehyde dehydrogenase
1763164_s_at	0.0186	0.00060771	7.27	0.3796	1.39	yfeX///Z3696///yfeX///ECs3302	hypothetical protein///hypothetical protein///porphyrinogen oxidase, cytoplasmic///hypothetical protein
1765419_s_at	0.0186	0.0006095	7.26	0.37658	1.54	ECs2526	hypothetical protein
1763428_s_at	0.0186	0.00061258	-7.26	0.37139	-1.30	Z5187///yidX///ECs4631	hypothetical protein///putative lipoprotein///hypothetical protein
1768762_s_at	0.0186	0.00061268	-7.26	0.37121	-1.12	wecG///wecG///wecG///ECs4728	UDP-N-acetyl-D-mannosaminuronic acid transferase///UDP-N-acetyl-D-mannosaminuronic acid transferase///UDP-N-acetyl-D-mannosaminuronic acid transferase///UDP-N-acetyl-D-mannosaminuronic acid transferase
1759411_at	0.0186	0.00061268	7.26	0.37121	1.12	hrpB	putative ATP-dependent helicase
AFFX-ThrX-3_at	0.0186	0.00061307	7.26	0.37056	1.08		
1761811_s_at	0.0186	0.00061556	-7.25	0.36639	-9.65e-01		
1760402_s_at	0.0186	0.00061714	-7.25	0.36375	-1.17	yihM///yihM	hypothetical protein///putative sugar phosphate isomerase
1763730_s_at	0.0186	0.00061746	-7.24	0.36322	-9.60e-01		
